Lead_ID,Lead_Date,Lead_Source,Location,Property_Type, Budget ,Call_Attempts,Call_Status,Follow_Up,Site_Visit,Lead_Status,Sales_Value,Budget_Range
L0787,2026-06-27 19:31:54,Instagram,Ramanathapuram,Plot," 2,691,890.00 ",3,Connected,Yes,Yes,Converted,2700000,Below 30L
L0788,2026-06-28 00:57:39,Facebook,Ramanathapuram,Apartment," 3,795,379.00 ",3,Not Connected,Yes,No,Follow-up,,30L-50L
L0789,2026-06-28 06:23:25,Facebook,Thudiyalur,Plot," 2,804,397.00 ",4,Connected,No,No,Lost,,Below 30L
L0790,2026-06-28 11:49:11,Referral,periyanayakanpalayam,Plot," 2,406,395.00 ",2,Not Connected,Yes,No,Follow-up,,Below 30L
L0791,2026-06-28 17:14:57,Website,Thudiyalur,Villa," 6,336,430.00 ",1,Connected,No,Yes,Converted,6350000,50L-80L
L0792,2026-06-28 22:40:43,Instagram,Ramanathapuram,Plot," 6,944,607.00 ",4,Connected,No,No,Lost,,50L-80L
L0793,2026-06-29 04:06:29,Facebook,periyanayakanpalayam,Villa," 10,807,601.00 ",2,Not Connected,No,No,Lost,,80L-1.2Cr
L0794,2026-06-29 09:32:15,Instagram,Ramanathapuram,Apartment," 5,684,686.00 ",2,Connected,Yes,Yes,Follow-up,,50L-80L
L0795,2026-06-29 14:58:01,Website,Thudiyalur,Apartment," 5,350,983.00 ",1,Connected,Yes,No,Follow-up,,50L-80L
L0796,2026-06-29 20:23:47,Property Portal,Thudiyalur,Villa," 10,972,478.00 ",2,Connected,No,No,Lost,,80L-1.2Cr
L0797,2026-06-30 01:49:33,Referral,Ramanathapuram,Apartment," 4,187,018.00 ",6,Connected,No,No,Lost,,30L-50L
L0798,2026-06-30 07:15:19,Facebook,Thudiyalur,Villa," 11,717,676.00 ",2,Not Connected,Yes,No,Follow-up,,80L-1.2Cr
L0799,2026-06-30 12:41:05,Instagram,Thudiyalur,Plot," 4,144,338.00 ",2,Connected,No,No,Lost,,30L-50L
L0800,2026-06-30 18:06:51,Referral,Thudiyalur,Apartment," 4,153,276.00 ",3,Not Connected,No,No,Lost,,30L-50L
L0801,2026-06-30 23:32:37,Instagram,Saravanampatti,Villa," 6,573,881.00 ",4,Not Connected,No,No,Lost,,50L-80L
L0802,2026-07-01 04:58:23,Website,Ramanathapuram,Plot," 7,102,362.00 ",2,Connected,No,No,Lost,,50L-80L
L0803,2026-07-01 10:24:09,Facebook,Coimbatore,Plot," 2,817,931.00 ",2,Not Connected,No,No,Lost,,Below 30L
L0804,2026-07-01 15:49:55,Instagram,Coimbatore,Plot," 2,141,621.00 ",5,Connected,Yes,No,Follow-up,,Below 30L
L0805,2026-07-01 21:15:41,Facebook,Coimbatore,Apartment," 5,757,362.00 ",3,Connected,No,Yes,Converted,5600000,50L-80L
L0806,2026-07-02 02:41:26,Property Portal,panneermadai,Plot," 4,676,645.00 ",1,Connected,No,No,Lost,,30L-50L
L0807,2026-07-02 08:07:12,Referral,Ramanathapuram,Villa," 8,293,673.00 ",1,Connected,No,Yes,Converted,8200000,80L-1.2Cr
L0808,2026-07-02 13:32:58,Referral,Thudiyalur,Apartment," 4,949,765.00 ",2,Not Connected,Yes,No,Follow-up,,30L-50L
L0809,2026-07-02 18:58:44,Facebook,Thudiyalur,Apartment," 5,598,590.00 ",1,Not Connected,No,No,Lost,,50L-80L
L0810,2026-07-03 00:24:30,Website,Thudiyalur,Villa," 6,426,888.00 ",2,Connected,Yes,Yes,Follow-up,,50L-80L
L0811,2026-07-03 05:50:16,Referral,Ramanathapuram,Apartment," 7,410,156.00 ",5,Connected,No,Yes,Converted,7750000,50L-80L
L0812,2026-07-03 11:16:02,Property Portal,panneermadai,Villa," 8,763,329.00 ",1,Connected,Yes,No,Converted,8750000,80L-1.2Cr
L0813,2026-07-03 16:41:48,Website,Thudiyalur,Villa," 10,228,783.00 ",4,Connected,No,No,Lost,,80L-1.2Cr
L0814,2026-07-03 22:07:34,Referral,Thudiyalur,Apartment," 5,292,039.00 ",2,Connected,Yes,Yes,Converted,5300000,50L-80L
L0815,2026-07-04 03:33:20,Property Portal,Thudiyalur,Villa," 6,614,673.00 ",4,Connected,Yes,Yes,Follow-up,,50L-80L
L0816,2026-07-04 08:59:06,Facebook,Saravanampatti,Villa," 8,755,659.00 ",4,Connected,Yes,Yes,Converted,8150000,80L-1.2Cr
L0817,2026-07-04 14:24:52,Instagram,Coimbatore,Apartment," 5,254,086.00 ",1,Not Connected,No,No,Lost,,50L-80L
L0818,2026-07-04 19:50:38,Google,panneermadai,Apartment," 3,835,488.00 ",3,Connected,Yes,No,Follow-up,,30L-50L
L0819,2026-07-05 01:16:24,Website,Ramanathapuram,Apartment," 4,974,719.00 ",1,Not Connected,Yes,No,Follow-up,,30L-50L
L0820,2026-07-05 06:42:10,Google,Coimbatore,Apartment," 5,225,572.00 ",5,Connected,No,No,Lost,,50L-80L
L0821,2026-07-05 12:07:56,Property Portal,Thudiyalur,Unknown," 2,838,563.00 ",5,Connected,Yes,No,Follow-up,,Below 30L
L0822,2026-07-05 17:33:42,Website,Thudiyalur,Apartment," 4,021,911.00 ",2,Not Connected,No,No,Lost,,30L-50L
L0823,2026-07-05 22:59:28,Google,Ramanathapuram,Villa," 11,665,356.00 ",2,Connected,No,No,Lost,,80L-1.2Cr
L0824,2026-07-06 04:25:14,Google,panneermadai,Apartment," 7,771,210.00 ",2,Not Connected,No,No,Converted,7300000,50L-80L
L0825,2026-07-06 09:50:59,Facebook,Ramanathapuram,Apartment," 6,297,305.00 ",4,Not Connected,No,No,Converted,6050000,50L-80L
L0826,2026-07-06 15:16:45,Referral,periyanayakanpalayam,Plot," 2,914,906.00 ",2,Connected,No,No,Lost,,Below 30L
L0827,2026-07-06 20:42:31,Google,Thudiyalur,Villa," 12,421,774.00 ",2,Not Connected,No,No,Lost,,Above 1.2Cr
L0828,2026-07-07 02:08:17,Google,Saravanampatti,Apartment," 3,368,863.00 ",2,Not Connected,Yes,No,Follow-up,,30L-50L
L0829,2026-07-07 07:34:03,Property Portal,panneermadai,Apartment," 3,697,974.00 ",1,Connected,No,No,Lost,,30L-50L
L0830,2026-07-07 12:59:49,Facebook,Coimbatore,Apartment," 4,607,450.00 ",4,Connected,No,No,Lost,,30L-50L
L0831,2026-07-07 18:25:35,Google,Saravanampatti,Apartment," 3,072,095.00 ",1,Not Connected,No,No,Lost,,30L-50L
L0832,2026-07-07 23:51:21,Facebook,Ramanathapuram,Villa," 11,217,893.00 ",3,Not Connected,Yes,No,Follow-up,,80L-1.2Cr
L0833,2026-07-08 05:17:07,Website,periyanayakanpalayam,Apartment," 6,441,984.00 ",1,Connected,Yes,No,Follow-up,,50L-80L
L0834,2026-07-08 10:42:53,Website,panneermadai,Apartment," 4,626,203.00 ",1,Connected,Yes,Yes,Follow-up,,30L-50L
L0835,2026-07-08 16:08:39,Facebook,panneermadai,Apartment," 4,618,543.00 ",3,Not Connected,Yes,No,Follow-up,,30L-50L
L0836,2026-07-08 21:34:25,Facebook,Ramanathapuram,Plot," 3,575,611.00 ",6,Connected,Yes,Yes,Converted,3550000,30L-50L
L0837,2026-07-09 03:00:11,Referral,Thudiyalur,Plot," 1,955,433.00 ",4,Connected,No,No,Lost,,Below 30L
L0838,2026-07-09 08:25:57,Google,Coimbatore,Apartment," 4,447,307.00 ",1,Not Connected,No,No,Lost,,30L-50L
L0839,2026-07-09 13:51:43,Instagram,Saravanampatti,Villa," 7,146,204.00 ",1,Not Connected,No,No,Lost,,50L-80L
L0840,2026-07-09 19:17:29,Instagram,Thudiyalur,Apartment," 6,475,176.00 ",5,Connected,Yes,Yes,Follow-up,,50L-80L
L0841,2026-07-10 00:43:15,Website,Coimbatore,Apartment," 4,353,849.00 ",2,Not Connected,Yes,No,Follow-up,,30L-50L
L0842,2026-07-10 06:09:01,Instagram,Coimbatore,Villa," 8,139,826.00 ",1,Not Connected,No,No,Lost,,80L-1.2Cr
L0843,2026-07-10 11:34:46,Website,Coimbatore,Plot," 1,791,975.00 ",5,Connected,Yes,No,Follow-up,,Below 30L
L0844,2026-07-10 17:00:32,Referral,Ramanathapuram,Plot," 3,431,437.00 ",4,Connected,No,Yes,Converted,3500000,30L-50L
L0845,2026-07-10 22:26:18,Website,Saravanampatti,Villa," 14,877,449.00 ",6,Connected,Yes,Yes,Converted,14300000,Above 1.2Cr
L0846,2026-07-11 03:52:04,Facebook,Thudiyalur,Apartment," 5,867,373.00 ",5,Not Connected,Yes,No,Follow-up,,50L-80L
L0847,2026-07-11 09:17:50,Website,Thudiyalur,Villa," 8,365,766.00 ",5,Connected,Yes,Yes,Follow-up,,80L-1.2Cr
L0848,2026-07-11 14:43:36,Referral,Thudiyalur,Apartment," 3,517,733.00 ",1,Connected,No,Yes,Converted,3400000,30L-50L
L0849,2026-07-11 20:09:22,Facebook,Saravanampatti,Villa," 10,304,054.00 ",1,Connected,No,Yes,Lost,,80L-1.2Cr
L0850,2026-07-12 01:35:08,Instagram,Ramanathapuram,Apartment," 4,776,453.00 ",3,Not Connected,Yes,No,Follow-up,,30L-50L
L0851,2026-07-12 07:00:54,Website,Coimbatore,Villa," 9,845,802.00 ",3,Connected,No,No,Lost,,80L-1.2Cr
L0852,2026-07-12 12:26:40,Property Portal,panneermadai,Apartment," 8,082,702.00 ",2,Connected,No,No,Lost,,80L-1.2Cr
L0853,2026-07-12 17:52:26,Google,Saravanampatti,Apartment," 6,190,993.00 ",2,Connected,No,No,Converted,5900000,50L-80L
L0854,2026-07-12 23:18:12,Property Portal,panneermadai,Plot," 2,121,912.00 ",2,Not Connected,No,No,Lost,,Below 30L
L0855,2026-07-13 04:43:58,Google,Saravanampatti,Apartment," 4,017,497.00 ",3,Connected,Yes,Yes,Follow-up,,30L-50L
L0856,2026-07-13 10:09:44,Website,Thudiyalur,Apartment," 6,142,318.00 ",1,Connected,Yes,No,Follow-up,,50L-80L
L0857,2026-07-13 15:35:30,Website,panneermadai,Apartment," 3,985,976.00 ",2,Connected,Yes,No,Follow-up,,30L-50L
L0858,2026-07-13 21:01:16,Facebook,periyanayakanpalayam,Apartment," 4,273,989.00 ",3,Not Connected,Yes,No,Follow-up,,30L-50L
L0859,2026-07-14 02:27:02,Facebook,panneermadai,Apartment," 5,574,603.00 ",4,Connected,Yes,Yes,Follow-up,,50L-80L
L0860,2026-07-14 07:52:48,Website,Ramanathapuram,Apartment," 4,363,133.00 ",1,Connected,No,Yes,Lost,,30L-50L
L0861,2026-07-14 13:18:34,Property Portal,panneermadai,Plot," 1,690,285.00 ",3,Connected,No,No,Lost,,Below 30L
L0862,2026-07-14 18:44:19,Facebook,Ramanathapuram,Apartment," 3,113,978.00 ",4,Not Connected,No,No,Lost,,30L-50L
L0863,2026-07-15 00:10:05,Facebook,Thudiyalur,Plot," 1,603,864.00 ",2,Connected,Yes,Yes,Converted,1550000,Below 30L
L0864,2026-07-15 05:35:51,Facebook,periyanayakanpalayam,Villa," 6,394,295.00 ",1,Not Connected,No,No,Lost,,50L-80L
L0865,2026-07-15 11:01:37,Facebook,Saravanampatti,Apartment," 3,448,648.00 ",2,Not Connected,No,No,Lost,,30L-50L
L0866,2026-07-15 16:27:23,Facebook,Saravanampatti,Villa," 8,437,587.00 ",2,Connected,No,No,Lost,,80L-1.2Cr
L0867,2026-07-15 21:53:09,Website,Thudiyalur,Apartment," 5,555,812.00 ",5,Connected,Yes,No,Follow-up,,50L-80L
L0868,2026-07-16 03:18:55,Website,Thudiyalur,Villa," 7,771,503.00 ",1,Connected,No,Yes,Lost,,50L-80L
L0869,2026-07-16 08:44:41,Property Portal,Thudiyalur,Apartment," 6,755,494.00 ",3,Connected,Yes,Yes,Follow-up,,50L-80L
L0870,2026-07-16 14:10:27,Referral,Ramanathapuram,Apartment," 6,313,936.00 ",1,Connected,No,Yes,Lost,,50L-80L
L0871,2026-07-16 19:36:13,Google,panneermadai,Plot," 2,247,948.00 ",2,Connected,Yes,No,Converted,2350000,Below 30L
L0872,2026-07-17 01:01:59,Google,Thudiyalur,Plot," 2,728,312.00 ",3,Not Connected,No,No,Lost,,Below 30L
L0873,2026-07-17 06:27:45,Instagram,periyanayakanpalayam,Plot," 2,967,217.00 ",2,Connected,Yes,No,Follow-up,,Below 30L
L0874,2026-07-17 11:53:31,Facebook,panneermadai,Apartment," 5,787,234.00 ",2,Not Connected,No,No,Lost,,50L-80L
L0875,2026-07-17 17:19:17,Website,Ramanathapuram,Villa," 8,756,813.00 ",1,Connected,No,No,Lost,,80L-1.2Cr
L0876,2026-07-17 22:45:03,Website,periyanayakanpalayam,Apartment," 4,804,959.00 ",2,Connected,No,No,Lost,,30L-50L
L0877,2026-07-18 04:10:49,Instagram,periyanayakanpalayam,Apartment," 4,670,957.00 ",3,Not Connected,Yes,No,Follow-up,,30L-50L
L0878,2026-07-18 09:36:35,Instagram,periyanayakanpalayam,Apartment," 4,410,808.00 ",2,Connected,Yes,Yes,Converted,4400000,30L-50L
L0879,2026-07-18 15:02:21,Website,Coimbatore,Villa," 8,521,651.00 ",5,Connected,Yes,No,Follow-up,,80L-1.2Cr
L0880,2026-07-18 20:28:06,Google,periyanayakanpalayam,Apartment," 8,373,205.00 ",3,Connected,No,No,Lost,,80L-1.2Cr
L0881,2026-07-19 01:53:52,Google,Ramanathapuram,Apartment," 5,316,142.00 ",2,Connected,No,Yes,Converted,5000000,50L-80L
L0882,2026-07-19 07:19:38,Instagram,Saravanampatti,Plot," 3,206,252.00 ",1,Not Connected,Yes,No,Follow-up,,30L-50L
L0883,2026-07-19 12:45:24,Website,Ramanathapuram,Apartment," 5,987,553.00 ",2,Connected,No,No,Lost,,50L-80L
L0884,2026-07-19 18:11:10,Website,panneermadai,Apartment," 3,830,326.00 ",4,Connected,Yes,No,Follow-up,,30L-50L
L0885,2026-07-19 23:36:56,Property Portal,Thudiyalur,Apartment," 4,818,904.00 ",2,Not Connected,No,No,Lost,,30L-50L
L0886,2026-07-20 05:02:42,Website,periyanayakanpalayam,Plot," 3,894,802.00 ",4,Connected,No,No,Lost,,30L-50L
L0887,2026-07-20 10:28:28,Instagram,Thudiyalur,Apartment," 5,314,812.00 ",2,Not Connected,No,No,Lost,,50L-80L
L0888,2026-07-20 15:54:14,Google,Thudiyalur,Apartment," 4,008,314.00 ",4,Connected,No,No,Lost,,30L-50L
L0889,2026-07-20 21:20:00,Website,Ramanathapuram,Plot," 1,938,963.00 ",1,Not Connected,No,No,Lost,,Below 30L
L0890,2026-07-21 02:45:46,Google,Saravanampatti,Plot," 5,201,905.00 ",5,Connected,No,Yes,Lost,,50L-80L
L0891,2026-07-21 08:11:32,Instagram,Thudiyalur,Apartment," 8,602,883.00 ",2,Connected,Yes,Yes,Follow-up,,80L-1.2Cr
L0892,2026-07-21 13:37:18,Property Portal,Coimbatore,Villa," 7,699,660.00 ",2,Not Connected,No,No,Lost,,50L-80L
L0893,2026-07-21 19:03:04,Property Portal,panneermadai,Villa," 9,328,412.00 ",2,Connected,Yes,No,Follow-up,,80L-1.2Cr
L0894,2026-07-22 00:28:50,Google,Thudiyalur,Villa," 13,939,984.00 ",2,Connected,No,Yes,Lost,,Above 1.2Cr
L0895,2026-07-22 05:54:36,Instagram,periyanayakanpalayam,Apartment," 6,069,187.00 ",6,Connected,Yes,Yes,Converted,6150000,50L-80L
L0896,2026-07-22 11:20:22,Google,Ramanathapuram,Plot," 2,347,405.00 ",1,Connected,Yes,Yes,Converted,2400000,Below 30L
L0897,2026-07-22 16:46:08,Google,Ramanathapuram,Apartment," 3,828,854.00 ",1,Not Connected,Yes,Yes,Follow-up,,30L-50L
L0898,2026-07-22 22:11:54,Property Portal,Thudiyalur,Apartment," 8,468,922.00 ",3,Not Connected,Yes,No,Follow-up,,80L-1.2Cr
L0899,2026-07-23 03:37:39,Website,Coimbatore,Apartment," 7,882,297.00 ",2,Connected,Yes,No,Converted,7950000,50L-80L
L0900,2026-07-23 09:03:25,Website,panneermadai,Apartment," 3,410,226.00 ",3,Connected,No,No,Lost,,30L-50L
L0901,2026-07-23 14:29:11,Google,periyanayakanpalayam,Apartment," 6,235,595.00 ",3,Connected,No,Yes,Lost,,50L-80L
L0902,2026-07-23 19:54:57,Website,Thudiyalur,Villa," 9,156,736.00 ",2,Connected,Yes,Yes,Follow-up,,80L-1.2Cr
L0903,2026-07-24 01:20:43,Website,panneermadai,Apartment," 3,131,562.00 ",5,Not Connected,No,No,Lost,,30L-50L
L0904,2026-07-24 06:46:29,Instagram,Thudiyalur,Apartment," 3,642,510.00 ",2,Connected,No,No,Lost,,30L-50L
L0905,2026-07-24 12:12:15,Facebook,panneermadai,Apartment," 3,258,360.00 ",1,Connected,Yes,No,Follow-up,,30L-50L
L0906,2026-07-24 17:38:01,Property Portal,Thudiyalur,Apartment," 3,296,794.00 ",4,Connected,No,Yes,Converted,3100000,30L-50L
L0907,2026-07-24 23:03:47,Property Portal,Saravanampatti,Plot," 3,628,178.00 ",3,Not Connected,Yes,No,Follow-up,,30L-50L
L0908,2026-07-25 04:29:33,Google,Coimbatore,Apartment," 4,274,535.00 ",2,Not Connected,No,No,Lost,,30L-50L
L0909,2026-07-25 09:55:19,Google,Coimbatore,Apartment," 4,488,303.00 ",3,Connected,Yes,Yes,Follow-up,,30L-50L
L0910,2026-07-25 15:21:05,Google,Thudiyalur,Apartment," 6,304,934.00 ",1,Connected,No,No,Lost,,50L-80L
L0911,2026-07-25 20:46:51,Instagram,Coimbatore,Apartment," 3,463,092.00 ",2,Not Connected,Yes,No,Follow-up,,30L-50L
L0912,2026-07-26 02:12:37,Google,Saravanampatti,Apartment," 5,982,527.00 ",5,Connected,Yes,Yes,Converted,5800000,50L-80L
L0913,2026-07-26 07:38:23,Instagram,Saravanampatti,Villa," 8,060,583.00 ",1,Connected,Yes,No,Follow-up,,80L-1.2Cr
L0914,2026-07-26 13:04:09,Facebook,Coimbatore,Plot," 4,652,301.00 ",2,Connected,Yes,Yes,Follow-up,,30L-50L
L0915,2026-07-26 18:29:55,Facebook,periyanayakanpalayam,Apartment," 3,440,420.00 ",4,Connected,No,No,Lost,,30L-50L
L0916,2026-07-26 23:55:41,Facebook,Ramanathapuram,Villa," 13,640,028.00 ",6,Connected,Yes,No,Follow-up,,Above 1.2Cr
L0917,2026-07-27 05:21:26,Google,Saravanampatti,Villa," 8,654,537.00 ",2,Connected,Yes,Yes,Converted,8100000,80L-1.2Cr
L0918,2026-07-27 10:47:12,Referral,periyanayakanpalayam,Plot," 2,347,929.00 ",3,Connected,Yes,No,Follow-up,,Below 30L
L0919,2026-07-27 16:12:58,Property Portal,Coimbatore,Apartment," 3,624,773.00 ",3,Connected,Yes,Yes,Follow-up,,30L-50L
L0920,2026-07-27 21:38:44,Website,Coimbatore,Apartment," 8,178,333.00 ",5,Connected,Yes,No,Converted,8400000,80L-1.2Cr
L0921,2026-07-28 03:04:30,Property Portal,Ramanathapuram,Apartment," 4,587,981.00 ",5,Connected,Yes,No,Follow-up,,30L-50L
L0922,2026-07-28 08:30:16,Facebook,Thudiyalur,Villa," 6,789,313.00 ",1,Not Connected,No,No,Lost,,50L-80L
L0923,2026-07-28 13:56:02,Property Portal,Ramanathapuram,Plot," 7,495,991.00 ",2,Connected,Yes,No,Converted,7550000,50L-80L
L0924,2026-07-28 19:21:48,Property Portal,Coimbatore,Apartment," 6,024,961.00 ",2,Connected,Yes,No,Follow-up,,50L-80L
L0925,2026-07-29 00:47:34,Facebook,panneermadai,Apartment," 3,831,633.00 ",4,Connected,Yes,Yes,Follow-up,,30L-50L
L0926,2026-07-29 06:13:20,Website,Thudiyalur,Plot," 4,369,972.00 ",3,Connected,Yes,No,Follow-up,,30L-50L
L0927,2026-07-29 11:39:06,Google,periyanayakanpalayam,Plot," 2,336,642.00 ",3,Connected,Yes,No,Follow-up,,Below 30L
L0928,2026-07-29 17:04:52,Facebook,periyanayakanpalayam,Plot," 5,022,500.00 ",6,Connected,Yes,Yes,Follow-up,,50L-80L
L0929,2026-07-29 22:30:38,Instagram,Ramanathapuram,Villa," 7,634,224.00 ",1,Connected,No,No,Lost,,50L-80L
L0930,2026-07-30 03:56:24,Google,Thudiyalur,Apartment," 7,371,906.00 ",1,Not Connected,Yes,No,Follow-up,,50L-80L
L0931,2026-07-30 09:22:10,Website,periyanayakanpalayam,Villa," 17,334,754.00 ",2,Connected,No,No,Lost,,Above 1.2Cr
L0932,2026-07-30 14:47:56,Property Portal,periyanayakanpalayam,Villa," 11,840,183.00 ",2,Not Connected,No,No,Lost,,80L-1.2Cr
L0933,2026-07-30 20:13:42,Referral,periyanayakanpalayam,Apartment," 4,495,567.00 ",1,Connected,No,No,Lost,,30L-50L
L0934,2026-07-31 01:39:28,Facebook,Ramanathapuram,Apartment," 4,484,416.00 ",1,Connected,Yes,Yes,Follow-up,,30L-50L
L0935,2026-07-31 07:05:14,Website,Ramanathapuram,Villa," 8,396,640.00 ",3,Connected,No,Yes,Converted,8300000,80L-1.2Cr
L0936,2026-07-31 12:30:59,Google,panneermadai,Apartment," 3,703,335.00 ",5,Connected,Yes,No,Follow-up,,30L-50L
L0937,2026-07-31 17:56:45,Website,Thudiyalur,Villa," 7,925,464.00 ",3,Not Connected,No,No,Lost,,50L-80L
L0938,2026-07-31 23:22:31,Referral,panneermadai,Villa," 8,933,798.00 ",3,Not Connected,Yes,No,Follow-up,,80L-1.2Cr
L0939,2026-08-01 04:48:17,Website,periyanayakanpalayam,Plot," 3,800,608.00 ",2,Connected,No,Yes,Lost,,30L-50L
L0940,2026-08-01 10:14:03,Facebook,Thudiyalur,Apartment," 4,845,579.00 ",4,Connected,Yes,Yes,Follow-up,,30L-50L
L0941,2026-08-01 15:39:49,Google,Thudiyalur,Apartment," 3,902,153.00 ",4,Not Connected,Yes,No,Follow-up,,30L-50L
L0942,2026-08-01 21:05:35,Facebook,Coimbatore,Villa," 9,047,572.00 ",3,Connected,No,No,Lost,,80L-1.2Cr
L0943,2026-08-02 02:31:21,Instagram,panneermadai,Apartment," 6,427,768.00 ",1,Not Connected,Yes,No,Follow-up,,50L-80L
L0944,2026-08-02 07:57:07,Property Portal,Ramanathapuram,Villa," 7,471,816.00 ",1,Not Connected,Yes,No,Follow-up,,50L-80L
L0945,2026-08-02 13:22:53,Google,panneermadai,Villa," 11,646,244.00 ",1,Not Connected,Yes,Yes,Converted,11250000,80L-1.2Cr
L0946,2026-08-02 18:48:39,Website,periyanayakanpalayam,Apartment," 6,301,737.00 ",3,Connected,No,Yes,Lost,,50L-80L
L0947,2026-08-03 00:14:25,Website,periyanayakanpalayam,Apartment," 3,333,977.00 ",4,Connected,Yes,Yes,Converted,3150000,30L-50L
L0948,2026-08-03 05:40:11,Referral,Thudiyalur,Apartment," 8,490,243.00 ",5,Connected,Yes,Yes,Converted,7950000,80L-1.2Cr
L0949,2026-08-03 11:05:57,Property Portal,Coimbatore,Apartment," 4,596,503.00 ",2,Not Connected,No,No,Lost,,30L-50L
L0950,2026-08-03 16:31:43,Instagram,Coimbatore,Plot," 3,432,207.00 ",4,Connected,No,No,Lost,,30L-50L
L0951,2026-08-03 21:57:29,Instagram,Thudiyalur,Plot," 4,527,554.00 ",5,Connected,Yes,No,Follow-up,,30L-50L
L0952,2026-08-04 03:23:15,Instagram,Thudiyalur,Villa," 10,178,084.00 ",2,Connected,Yes,No,Follow-up,,80L-1.2Cr
L0953,2026-08-04 08:49:01,Website,periyanayakanpalayam,Villa," 17,876,925.00 ",2,Connected,No,No,Lost,,Above 1.2Cr
L0954,2026-08-04 14:14:46,Referral,Ramanathapuram,Apartment," 4,310,786.00 ",5,Connected,Yes,Yes,Follow-up,,30L-50L
L0955,2026-08-04 19:40:32,Facebook,Saravanampatti,Plot," 2,031,821.00 ",2,Connected,No,No,Lost,,Below 30L
L0956,2026-08-05 01:06:18,Google,Saravanampatti,Villa," 7,426,548.00 ",5,Connected,No,No,Lost,,50L-80L
L0957,2026-08-05 06:32:04,Facebook,Ramanathapuram,Villa," 7,846,780.00 ",6,Connected,No,Yes,Converted,8200000,50L-80L
L0958,2026-08-05 11:57:50,Website,Coimbatore,Plot," 1,750,231.00 ",3,Not Connected,No,No,Lost,,Below 30L
L0959,2026-08-05 17:23:36,Website,Ramanathapuram,Apartment," 3,541,220.00 ",4,Connected,Yes,Yes,Converted,3350000,30L-50L
L0960,2026-08-05 22:49:22,Property Portal,panneermadai,Plot," 2,478,935.00 ",4,Connected,Yes,Yes,Follow-up,,Below 30L
L0961,2026-08-06 04:15:08,Website,Thudiyalur,Apartment," 3,032,966.00 ",3,Not Connected,No,No,Converted,2800000,30L-50L
L0962,2026-08-06 09:40:54,Instagram,Coimbatore,Apartment," 3,163,639.00 ",2,Connected,Yes,No,Follow-up,,30L-50L
L0963,2026-08-06 15:06:40,Google,panneermadai,Apartment," 7,591,175.00 ",1,Connected,Yes,No,Follow-up,,50L-80L
L0964,2026-08-06 20:32:26,Google,Coimbatore,Plot," 5,407,015.00 ",2,Not Connected,No,No,Lost,,50L-80L
L0965,2026-08-07 01:58:12,Google,periyanayakanpalayam,Plot," 2,347,516.00 ",3,Connected,Yes,Yes,Converted,2450000,Below 30L
L0966,2026-08-07 07:23:58,Google,periyanayakanpalayam,Villa," 8,345,156.00 ",1,Connected,No,No,Lost,,80L-1.2Cr
L0967,2026-08-07 12:49:44,Instagram,Thudiyalur,Villa," 9,571,193.00 ",1,Connected,No,No,Lost,,80L-1.2Cr
L0968,2026-08-07 18:15:30,Google,Coimbatore,Villa," 7,860,371.00 ",1,Connected,No,No,Lost,,50L-80L
L0969,2026-08-07 23:41:16,Facebook,Coimbatore,Plot," 2,987,056.00 ",4,Not Connected,Yes,Yes,Follow-up,,Below 30L
L0970,2026-08-08 05:07:02,Facebook,Thudiyalur,Apartment," 4,313,804.00 ",6,Not Connected,No,No,Converted,4300000,30L-50L
L0971,2026-08-08 10:32:48,Instagram,Thudiyalur,Apartment," 3,787,163.00 ",6,Connected,No,Yes,Converted,3900000,30L-50L
L0972,2026-08-08 15:58:34,Referral,panneermadai,Apartment," 3,263,749.00 ",2,Connected,Yes,No,Follow-up,,30L-50L
L0973,2026-08-08 21:24:19,Property Portal,Thudiyalur,Villa," 8,260,554.00 ",5,Connected,Yes,Yes,Follow-up,,80L-1.2Cr
L0974,2026-08-09 02:50:05,Google,periyanayakanpalayam,Villa," 8,919,008.00 ",4,Connected,No,No,Lost,,80L-1.2Cr
L0975,2026-08-09 08:15:51,Website,Coimbatore,Apartment," 5,923,062.00 ",3,Connected,No,No,Lost,,50L-80L
L0976,2026-08-09 13:41:37,Google,Saravanampatti,Apartment," 3,509,394.00 ",3,Connected,Yes,No,Follow-up,,30L-50L
L0977,2026-08-09 19:07:23,Instagram,Thudiyalur,Plot," 3,544,062.00 ",1,Connected,Yes,No,Follow-up,,30L-50L
L0978,2026-08-10 00:33:09,Website,Coimbatore,Apartment," 4,813,560.00 ",5,Connected,Yes,No,Follow-up,,30L-50L
L0979,2026-08-10 05:58:55,Facebook,Saravanampatti,Villa," 9,084,719.00 ",2,Connected,Yes,Yes,Converted,8400000,80L-1.2Cr
L0980,2026-08-10 11:24:41,Instagram,panneermadai,Plot," 3,097,207.00 ",2,Connected,No,Yes,Lost,,30L-50L
L0981,2026-08-10 16:50:27,Google,Thudiyalur,Apartment," 4,907,822.00 ",3,Connected,No,No,Lost,,30L-50L
L0982,2026-08-10 22:16:13,Property Portal,panneermadai,Apartment," 4,018,725.00 ",2,Connected,Yes,Yes,Follow-up,,30L-50L
L0983,2026-08-11 03:41:59,Website,periyanayakanpalayam,Villa," 9,269,566.00 ",2,Connected,Yes,Yes,Converted,9200000,80L-1.2Cr
